"","Part_ID","Survey_Duration.sec.","StartDate","Semester","Demo.Age","Coded.Race..0...White..1...Non.white.","Race","Coded.Sex..0...male..1...female.","Sex","Sound_Weedeater","Sound_CantTell","Sound_Phone","Sound_LeafBlower","PhoneSound_Similar","Phone_location_1","Phone_location_2","Phone_location_3","Phone_location_4","Phone_location_5","Phone_Body_Percent","NotifyMostTime","Notify_Texts","Number_Texts","SAPS_Ave","SAPS_Med_Split","SAPS_MedSplit_Coded","MAAS_Ave","MAAS_Med_Split","MAAS_MedSplit_Coded","P3_ComSq_Pz","P3_ComPh_Pz","P3_RareSq_Pz","P3_RarePh_Pz","P3_ComSq_Fz","P3_ComPh_Fz","P3_RareSq_Fz","P3_RarePh_Fz","P3_ComSq_Cz","P3_ComPh_Cz","P3_RareSq_Cz","P3_RarePh_Cz","P2_ComSq_Pz","P2_ComPh_Pz","P2_RareSq_Pz","P2_RarePh_Pz","P2_ComSq_Fz","P2_ComPh_Fz","P2_RareSq_Fz","P2_RarePh_Fz","P2_ComSq_Cz","P2_ComPh_Cz","P2_RareSq_Cz","P2_RarePh_Cz","N2_ComSq_Pz","N2_ComPh_Pz","N2_RareSq_Pz","N2_RarePh_Pz","N2_ComSq_Fz","N2_ComPh_Fz","N2_RareSq_Fz","N2_RarePh_Fz","N2_ComSq_Cz","N2_ComPh_Cz","N2_RareSq_Cz","N2_RarePh_Cz","N2_ComSq_FzCz","N2_ComPh_FzCz","N2_RareSq_FzCz","N2_RarePh_FzCz","N2_ComSq_F3","N2_ComPh_F3","N2_RareSq_F3","N2_RarePh_F3","phoddball_N2_Cz","phoddball_N2_Fz","phoddball_N2_Pz","sqoddball_N2_Cz","sqoddball_N2_Fz","sqoddball_N2_Pz","phoddball_P2_Cz","phoddball_P2_Fz","phoddball_P2_Pz","sqoddball_P2_Cz","sqoddball_P2_Fz","sqoddball_P2_Pz","phoddball_P3_Cz","phoddball_P3_Fz","phoddball_P3_Pz","sqoddball_P3_Cz","sqoddball_P3_Fz","sqoddball_P3_Pz","phoddball_N2_FzCz","sqoddball_N2_FzCz","phoddball_N2_F3","sqoddball_N2_F3","ComAve_PhSq_N2_Cz","ComAve_PhSq_N2_Fz","ComAve_PhSq_N2_F3","ComAve_PhSq_N2_Pz","ComAve_PhSq_N2_FzCz","RareAve_PhSq_N2_Cz","RareAve_PhSq_N2_Fz","RareAve_PhSq_N2_F3","RareAve_PhSq_N2_Pz","RareAve_PhSq_N2_FzCz","Total_Oddball_PhSq_N2_Cz","Total_Oddball_PhSq_N2_Fz","Total_Oddball_PhSq_N2_Pz","Total_Oddball_PhSq_N2_FzCz","ComAve_PhSq_P2_Cz","ComAve_PhSq_P2_Fz","ComAve_PhSq_P2_Pz","RareAve_PhSq_P2_Cz","RareAve_PhSq_P2_Fz","RareAve_PhSq_P2_Pz","Total_Oddball_PhSq_P2_Cz","Total_Oddball_PhSq_P2_Fz","Total_Oddball_PhSq_P2_Pz","ComAve_PhSq_P3_Cz","ComAve_PhSq_P3_Fz","ComAve_PhSq_P3_Pz","RareAve_PhSq_P3_Cz","RareAve_PhSq_P3_Fz","RareAve_PhSq_P3_Pz","Total_Oddball_PhSq_P3_Cz","Total_Oddball_PhSq_P3_Fz","Total_Oddball_PhSq_P3_Pz","ComRareAve_Ph_P3_Cz","ComRareAve_Ph_P3_Fz","ComRareAve_Ph_P3_Pz","ComRareAve_Ph_N2_Cz","ComRareAve_Ph_N2_Fz","ComRareAve_Ph_N2_F3","ComRareAve_Ph_N2_Pz","ComRareAve_Ph_N2_FzCz","ComRareAve_Ph_P2_Cz","ComRareAve_Ph_P2_Fz","ComRareAve_Ph_P2_Pz","ComRareAve_Sq_P3_Cz","ComRareAve_Sq_P3_Fz","ComRareAve_Sq_P3_Pz","ComRareAve_Sq_N2_Cz","ComRareAve_Sq_N2_Fz","ComRareAve_Sq_N2_F3","ComRareAve_Sq_N2_Pz","ComRareAve_Sq_N2_FzCz","ComRareAve_Sq_P2_Cz","ComRareAve_Sq_P2_Fz","ComRareAve_Sq_P2_Pz","N2_Cz_PhConAve","N2_Fz_PhConAve","N2_F3_PhConAve","N2_Pz_PhConAve","N2_FzCz_PhConAve","P2_Cz_PhConAve","P2_Fz_PhConAve","P2_Pz_PhConAve","P3_Cz_PhConAve","P3_Fz_PhConAve","P3_Pz_PhConAve"
"27","TECH4029",9369,"2/13/19 9:42","Spring2019",19,1,"Non-White",0,"Male","Weedeater","Phone","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Else","Backpack",80,"Vibration","Vibration",35,2.466666667,"High",1,4.2,"High",1,8.786,7.579,-5.455,10.067,10.49,11.19,5.713,13.476,16.513,17.404,6.579,18.752,2.625,0.571,-2.452,5.141,7.87,5.909,5.481,11.168,6.114,4.972,2.32,10.952,1.378,0.907,-5.551,4.684,1.103,-0.427,-1.26,3.956,5,4.543,-1.978,7.71,3.0515,2.058,-1.619,5.833,-0.755,-2.257,-3.947,2.392,3.167,4.383,3.777,-6.978,-2.363,-6.929,5.98,5.259,4.57,-3.794,-2.389,-5.077,1.348,2.286,2.488,-9.934,-4.777,-14.241,3.775,-4.6705,4.649,-3.192,4.7715,0.338,-1.506,1.1425,2.55475,2.866,1.348,-0.7775,-0.4335,2.107,-1.9055,1.01,-1.576,-0.44775,5.543,6.8895,1.598,6.636,8.3245,1.3445,1.093,1.435,-0.2535,16.9585,10.84,8.1825,12.6655,9.5945,2.306,-4.293,-1.2455,-5.8765,18.078,12.333,8.823,6.1265,1.7645,0.0674999999999999,2.7955,3.9455,7.962,8.5385,2.856,11.546,8.1015,1.6655,1.511,-0.0785,-2.351,-2.0865,0.71625,4.217,6.6755,0.0865,3.81875,0.843,-1.14175,0.3545,2.330875,6.0895,7.607,1.47125,14.812,10.21725,5.24425
"28","TECH4030",9178,"2/14/19 10:31","Spring2019",20,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Backpack","Else",90,"Silent","Silent",60,2,"High",1,3.133333333,"Low",0,7.974,9.336,12.516,10.615,3.25,4.364,8.657,2.849,7.687,8.839,16.135,11.43,5.159,6.17,9.337,4.985,3.836,5.007,6.086,4.093,6.152,7.864,10.975,6.944,2.706,5.669,6.63,3.067,-0.383,1.034,-0.359,-2.1,3.15,5.178,5.8,3.136,1.3835,3.106,2.7205,0.518,-1.03,0.051,-0.693,-1.809,-2.042,-3.134,-2.602,2.65,0.024,3.924,-0.92,-0.914,-1.185,4.823,2.25,4.178,2.591,-1.515,1.279,8.448,5.407,4.542,-2.588,1.337,-1.86,0.337,4.164,0.3255,-0.4895,4.1875,2.24475,4.468,-1.2295,-1.251,4.8485,1.61925,0.304,-1.555,0.661,-0.6255,7.008,4.4215,5.6645,8.9595,5.0895,7.161,1.9515,0.668,1.4965,8.263,3.807,8.655,13.7825,5.753,11.5655,5.5195,1.946,2.9105,10.1345,3.6065,9.9755,4.157,-0.533,-0.879,4.368,1.812,7.404,4.55,5.5775,11.911,5.9535,10.245,4.475,-0.371,-0.8615,4.668,2.052,8.5635,4.961,7.248,4.316,-0.452,-0.87025,4.518,1.932,7.98375,4.7555,6.41275,11.02275,4.78,10.11025
"29","TECH4031",8610,"2/18/19 9:44","Spring2019",20,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Hand","Pocket","Surface","Backpack","Else",65,"Vibration","Vibration",16,1.866666667,"Low",0,4,"High",1,4.637,3.516,4.826,3.521,5.236,4.481,4.937,7.965,6.835,5.961,5.408,8.403,3.181,4.442,5.159,4.343,10.127,10.219,10.293,12.054,7.214,8.707,8.1,10.592,3.298,3.812,5.126,3.813,5.554,5.806,6.57,5.072,2.676,3.646,2.92,3.478,4.115,4.726,4.745,4.275,5.344,5.52,6.656,5.573,-0.168,-0.734,0.00100000000000033,0.244,1.016,1.828,1.885,1.835,-0.0990000000000002,0.885999999999999,0.165999999999999,1.978,2.442,3.484,0.00499999999999989,-1.427,-0.298999999999999,0.189,-0.451,0.63,0.0530000000000008,1.312,3.161,5.68,5.432,3.555,4.4205,3.199,5.821,6.1145,4.4695,4.51,0.0379999999999998,0.141,0.9145,0.0895000000000001,7.9605,10.173,3.8115,9.346,11.1735,4.751,1.3855,1.0005,0.939499999999999,6.398,4.8585,4.0765,6.9055,6.451,4.1735,0.5075,1.5925,0.0970000000000004,7.182,6.223,3.5185,3.562,5.439,5.5465,3.8125,4.5005,9.6495,11.1365,4.3925,6.1215,5.0865,4.7315,2.798,6.062,6,4.212,4.43,7.657,10.21,4.17,3.18,5.7505,5.77325,4.01225,4.46525,8.65325,10.67325,4.28125,6.65175,5.65475,4.125
"30","TECH4032",8648,"2/20/19 9:49","Spring2019",21,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Backpack","Else",60,"Silent","Vibration",5,1.2,"Low",0,4.133333333,"High",1,9.623,9.719,9.382,6.161,9.906,10.858,12.347,6.957,11.004,11.557,10.941,6.273,2.49,1.214,1.415,0.887,13.236,12.767,13.266,10.586,11.012,10.337,9.803,7.33,5.873,4.309,4.618,4.792,6.138,6.459,7.74,3.445,4.947,5.535,6.142,2.836,5.5425,5.997,6.941,3.1405,6.864,7.426,8.962,4.277,-2.699,-3.014,0.483,1.195,1.602,-1.255,-3.007,-2.181,-0.327,-1.209,0.0299999999999994,-1.075,-5.284,-3.901,-3.558,-0.0629999999999988,2.441,-0.241,-2.8565,1.3985,-3.149,2.098,5.241,6.2985,7.145,5.091,5.76975,4.489,5.5925,6.6195,4.705,5.04075,-0.752,-0.706,-0.386,-0.729,10.6745,13.0015,1.852,8.5665,11.926,1.151,-2.108,-1.0755,-0.701,11.2805,10.382,9.671,8.607,9.652,7.7715,-2.6735,-0.730000000000002,-1.8995,8.915,8.9075,7.94,4.1855,4.952,5.8515,4.5505,4.56875,8.8335,11.6765,1.0505,10.9725,11.1265,9.5025,5.5445,6.939,7.913,5.2455,6.24175,10.4075,13.251,1.9525,4.865,5.9455,6.88225,4.898,5.40525,9.6205,12.46375,1.5015,9.94375,10.017,8.72125
"31","TECH4033",8828,"2/21/19 10:40","Spring2019",21,1,"Non-White",0,"Male","Cant Tell","Phone","Phone","Leafblower","Nearly the same","Hand","Else","Pocket","Surface","Backpack",66,"Vibration","Vibration",5,2.2,"High",1,4.666666667,"High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","TECH4034",9102,"2/22/19 9:48","Spring2019",19,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Not at all","Hand","Pocket","Backpack","Surface","Else",98,"Sound","Silent",36,2.6,"High",1,3.133333333,"Low",0,11.074,9.323,11.489,14.768,2.831,1.309,5.385,6.942,9.888,7.617,11.158,13.739,6.511,5.661,7.99,8.258,8.533,8.428,11.719,5.654,10.515,10.891,13.92,8.573,12.046,11.278,14.279,12.101,1.798,1.325,4.594,0.715,7.223,6.479,9.572,6.327,4.5105,3.902,7.083,3.521,1.672,1.638,4.518,0.104,-0.152,-0.61,0.823,2.349,2.796,2.233,-2.318,-2.774,2.597,3.405,3.186,1.479,6.122,5.633,5.445,1.27,2.554,0.415000000000001,-0.381,2.5725,-1.534,2.846,6.851,1.5615,1.655,11.662,4.20625,7.9495,2.6545,2.311,13.19,5.302,1.0985,1.093,1.528,1.09575,10.703,8.4805,6.086,11.2465,8.6865,8.124,0.543500000000002,0.206,2.038,8.7525,2.07,10.1985,12.4485,6.1635,13.1285,3.696,4.0935,2.93,10.678,4.1255,12.0455,6.403,1.02,0.871,11.6895,3.7115,9.732,7.041,6.9595,10.523,4.108,11.2815,8.3975,3.196,3.095,13.1625,5.79675,12.2175,10.126,7.2505,7.40025,2.108,1.983,12.426,4.754125,10.97475,8.5835,7.105,10.6005,4.11675,11.6635
"33","TECH4035",8384,"2/25/19 9:54","Spring2019",19,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Cant Tell","Somwehwat similar","Surface","Pocket","Hand","Backpack","Else",81,"Vibration","Vibration",100,1.733333333,"Low",0,3.933333333,"High",1,13.803,15.572,18.724,22.191,7.411,10.456,14.653,18.576,14.005,16.519,20.678,24.75,8.828,8.747,5.466,8.637,17.813,18.346,16.725,18.738,18.935,19.074,16.399,17.239,13.208,13.676,11.531,14.914,8.337,8.334,9.812,11.751,11.594,11.738,11.108,12.456,9.9655,10.036,10.46,12.1035,8.631,8.409,7.308,11.224,0.718,3.417,1.238,-0.485999999999999,1.475,-1.677,-1.835,0.391999999999999,-0.109999999999999,-2.536,-1.088,-3.362,8.231,8.12,6.619,6.673,7.242,4.921,2.0675,0.4945,2.815,-1.323,11.666,8.3355,8.52,13.442,10.00075,11.782,10.7815,9.266,13.2225,11.28175,0.116,2.446,-0.2195,1.281,19.0045,18.0795,8.7875,16.819,17.7315,7.0515,-2.1855,-0.347999999999999,-1.736,15.262,8.9335,14.6875,22.714,16.6145,20.4575,7.452,7.681,5.77,20.6345,14.516,18.8815,12.097,10.0425,9.8165,14.295,11.06975,18.1565,18.542,8.692,17.3415,11.032,16.2635,11.351,9.0745,7.9695,12.3695,10.21275,17.667,17.269,7.147,11.724,9.5585,8.893,13.33225,10.64125,17.91175,17.9055,7.9195,18.988,12.774,17.5725
"34","TECH4036",8496,"2/27/19 9:49","Spring2019",34,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Else","Hand","Surface","Backpack",20,"Vibration","Vibration",4,1.333333333,"Low",0,4.066666667,"High",1,9.176,8.839,9.365,10.763,7.264,6.551,7.474,8.335,10.787,10.118,9.694,12.149,4.225,4.361,3.719,6.18,4.469,3.783,3.82,4.869,5.388,4.4,4.179,7.531,5.047,4.997,4.056,7.31,3.188,2.421,2.383,3.032,5.212,4.538,3.406,5.856,4.2,3.4795,2.8945,4.444,2.833,2.008,1.801,2.218,1.318,0.611,2.313,-1.806,-0.805,-0.991,3.131,1.086,1.819,-1.209,-0.649,-0.506,2.031,1.784,1.924,-1.093,0.21,0.189,0.9645,-1.3055,0.21,-1.032,4.875,2.8045,2.4205,5.022,3.83975,4.631,2.7075,2.0095,5.683,3.66925,-0.244,-0.097,0.661,-0.1705,4.894,4.126,4.293,5.855,4.3445,4.9495,0.961,0.2185,0.6565,10.4525,6.9075,9.0075,10.9215,7.9045,10.064,0.468999999999999,0.997,1.0565,11.1335,7.443,9.801,5.197,2.7265,2.113,6.1535,3.96175,5.9655,4.326,5.2705,10.2405,7.369,9.2705,4.309,2.7855,2.317,4.5515,3.54725,4.7835,4.1445,3.972,4.753,2.756,2.215,5.3525,3.7545,5.3745,4.23525,4.62125,10.687,7.406,9.53575
"35","TECH4037",8992,"2/28/19 10:26","Spring2019",19,1,"Non-White",0,"Male","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Pocket","Surface","Hand","Else","Backpack",75,"Vibration","Vibration",30,2.2,"High",1,3.333333333,"Low",0,6.694,6.901,9.468,8.938,2.041,3.116,6.099,3.128,5.577,6.141,8.541,5.873,4.749,5.954,8.21,4.253,5.603,7.79,9.429,7.24,3.599,4.92,7.782,4.314,1.192,2.046,6.017,1.643,0.789,1.918,4.683,2.138,-0.317,-0.355,3.863,0.099,0.236,0.7815,4.273,1.1185,2.441,3.713,6.818,4.14,0.454,0.22,-0.403,4.18,3.894,4.825,-0.606,-0.55,-1.701,4.183,3.826,3.461,-0.268,0.012,2.037,2.964,4.058,2.774,0.337,4.037,0.427,4.377,-0.336,1.3535,3.077,1.619,0.50875,1.981,3.4105,5.479,3.83,2.69575,2.317,2.057,2.211,2.187,4.2595,6.6965,5.3515,6.048,8.3345,6.2315,1.7885,1.638,0.880000000000001,5.859,2.5785,6.7975,7.207,4.6135,9.203,1.348,2.035,2.4055,6.007,3.122,7.9195,-0.128,2.028,3.9265,1.8445,0.95,4.617,7.515,5.1035,7.059,4.07,8.081,1.773,2.736,4.6295,3.6045,2.2545,5.6905,7.516,6.4795,0.8225,2.382,4.278,2.7245,1.60225,5.15375,7.5155,5.7915,6.533,3.596,8.00025
"36","TECH4038",8360,"3/1/19 9:52","Spring2019",18,1,"Non-White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Nearly the same","Hand","Surface","Pocket","Backpack","Else",50,"Vibration","Vibration",6,1.933333333,"Low",0,3,"Low",0,6.528,6.348,7.605,5.701,6.256,6.323,6.888,3.229,6.89,7.627,11.101,7.693,0.79,1.379,4.548,2.532,5.528,6.294,10.44,6.251,2.763,3.268,6.527,5.895,2.319,2.889,4.61,3.973,4.456,5.47,5.18,1.299,5.316,7.5,7.051,4.757,4.886,6.485,6.1155,3.028,3.265,4.97,6.122,0.82,-2.743,-4.171,1.084,1.735,0.723999999999999,2.291,2.627,-0.0429999999999993,1.153,3.764,4.912,3.758,0.0659999999999998,-3.094,-0.647,4.211,0.632,1.077,-3.457,1.2295,-4.15,2.857,6.408,4.963,4.1175,2.604,5.6855,5.904,3.2395,3.471,4.2915,4.57175,-0.504,-1.7235,1.6875,-1.11375,3.0155,5.911,1.0845,6.211,8.3455,3.54,3.1955,2.4345,2.4555,7.2585,6.2895,6.438,9.397,5.0585,6.653,2.1385,-1.231,0.215000000000001,7.66,4.776,6.0245,6.1285,3.3845,2.895,3.431,4.7565,4.5815,6.2725,1.9555,8.9955,6.572,7.0665,6.1835,4.818,4.6935,3.4645,5.50075,4.645,7.984,2.669,6.156,4.10125,3.79425,3.44775,5.128625,4.61325,7.12825,2.31225,8.32775,5.674,6.5455
"37","TECH4039",8867,"3/6/19 9:45","Spring2019",19,0,"White",0,"Male","Weedeater","Phone","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Else","Backpack",70,"Vibration","Vibration",17,2.133333333,"High",1,3.066666667,"Low",0,10.379,11.475,23.463,14.311,4.66,6.862,12.93,15.432,12.484,13.953,24.628,20.864,0.269,-0.333,6.542,3.546,5.408,6.661,15.056,12.619,5.557,5.184,14.131,9.679,3.939,4.033,13.862,6.682,3.737,5.979,14.361,12.464,8.083,8.479,16.419,12.216,5.91,7.229,15.39,12.34,2.973,5.668,15.276,10.391,3.737,6.485,2.649,8.336,10.624,9.923,4.495,5.958,3.879,8.574,9.648,6.273,6.911,8.57,2.836,12.144,8.27,13.084,5.111,9.48,4.723,12.303,8.281,4.858,4.3205,3.986,6.5695,14.3175,13.4125,12.8335,10.272,13.865,6.0365,8.5545,6.286,7.2955,5.3705,6.0345,-0.032,11.905,13.8375,5.044,6.5345,7.803,5.076,13.2185,5.761,10.927,22.746,14.181,18.887,9.5275,8.42,7.96,17.4085,11.147,12.893,10.3475,9.2215,8.0295,5.3575,9.7845,7.4315,9.64,1.6065,18.556,8.795,16.921,12.251,9.049,9.1245,8.9005,10.65,9.844,10.232,3.4055,11.29925,9.13525,8.577,7.129,10.21725,8.63775,9.936,2.506,17.98225,9.971,14.907
"38","TECH4040",8933,"3/7/19 10:37","Spring2019",18,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Nearly the same","Hand","Pocket","Surface","Backpack","Else",70,"Silent","Vibration",70,1.8,"Low",0,3.333333333,"Low",0,14.699,13.788,23.08,16.956,-3.31,-3.788,1.721,-7.116,6.67,5.728,12.086,3.324,6.815,6.628,6.608,8.454,7.983,9.483,7.34,7.259,10.753,10.814,11.928,8.607,6.933,4.767,10.842,7.068,-0.159,0.665,-1.042,-3.191,6.11,6.269,5.257,0.638,2.9755,3.467,2.1075,-1.2765,-3.733,-2.395,-5.173,-7.333,-5.631,-3.856,2.301,-0.853000000000001,-0.883,3.909,-2.207,-2.224,1.826,1.175,-0.643,-0.207000000000001,-2.404,-3.328,3.168,5.416,5.031,8.381,-4.7435,-0.868,-4.938,-1.44,6.1895,0.253,-3.064,5.85,3.22125,2.9475,-2.1165,-6.253,8.955,0.4155,-3.242,-2.3695,3.105,-2.80575,10.7835,8.733,6.7215,10.2675,7.2995,7.531,-0.516,-1.4335,0.8095,6.199,-3.549,14.2435,7.705,-2.6975,20.018,1.506,0.8515,5.7745,4.526,-5.452,15.372,3.4535,-1.263,-4.864,5.9175,1.09525,9.7105,8.371,7.541,9.378,-0.7945,18.8895,5.6835,-0.6005,-4.453,8.8875,2.5415,11.3405,7.6615,6.7115,4.5685,-0.93175,-4.6585,7.4025,1.818375,10.5255,8.01625,7.12625,6.952,-3.12325,17.13075
"39","TECH4041",8731,"3/8/19 9:51","Spring2019",34,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Else","Backpack",75,"Silent","Vibration",3,1.4,"Low",0,4.066666667,"High",1,0.172,-0.699,-10.013,-5.27,15.608,15.662,10.976,15.092,15.152,15.594,7.617,11.865,-8.138,-8.967,-8.92,-6.021,10.907,9.673,13.276,10.258,2.855,2.698,4.344,3.143,-9.861,-10.915,-14.344,-11.007,8.079,6.177,2.759,6.669,4.571,3.735,-1.034,2.151,6.325,4.956,0.8625,4.41,7.782,6.241,4.008,7.003,-1.584,0.492,-0.0920000000000005,-5.605,-5.32,-4.483,0.445,0.584999999999999,2.946,1.489,2.369,-0.782,-3.729,-0.57,-4.571,-7.535,-4.632,-10.185,-0.546,-5.4625,0.762,-3.774,4.153,7.128,7.0115,-10.388,5.6405,0.5585,4.714,5.5055,-12.6755,2.63625,-3.5945,-2.414,-2.2875,-3.00425,2.7765,10.29,-8.5525,3.7435,11.767,-7.4705,0.967,1.477,1.082,15.373,15.635,-0.2635,9.741,13.034,-7.6415,-5.632,-2.601,-7.378,13.7295,15.377,-2.9845,2.943,6.423,6.622,-10.961,4.683,2.9205,9.9655,-7.494,11.3845,13.292,-4.9205,1.7685,5.419,5.895,-12.1025,3.59375,3.5995,12.0915,-8.529,2.35575,5.921,6.2585,-11.53175,4.138375,3.26,11.0285,-8.0115,12.557,14.3345,-3.9525
"40","TECH4043",8410,"3/13/19 9:41","Spring2019",19,1,"Non-White",0,"Male","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Hand","Pocket","Surface","Backpack","Else",60,"Vibration","Vibration",9,2.2,"High",1,4.533333333,"High",1,13.777,13.648,16.595,13.381,8.174,8.008,10.018,7.71,15.405,15.81,18.195,13.804,6.312,4.356,5.181,3.975,7.453,6.199,7.262,7.241,9.455,7.315,8.115,7.941,2.937,1.597,2.936,2.093,6.099,4.516,6.116,2.77,8.509,7.448,7.565,4.534,7.304,5.982,6.8405,3.652,4.533,2.758,5.599,0.986,-2.914,-1.746,0.496,-0.944,0.0169999999999995,-0.00099999999999989,0.625999999999999,1.042,-0.381,-1.34,-0.191000000000001,-1.131,-2.006,-0.297999999999999,-0.266999999999999,2.79,1.844,2.818,-2.33,-0.463500000000001,-1.772,1.066,7.9785,5.3075,3.6455,2.267,6.643,6.0495,4.443,3.2925,2.5145,5.24625,-1.929,-0.8645,0.2475,-1.39675,8.385,6.826,5.334,8.028,7.2515,4.578,-0.356999999999999,0.4255,-0.755999999999999,15.6075,8.091,13.7125,15.9995,8.864,14.988,0.392000000000001,0.773000000000001,1.2755,14.807,7.859,13.5145,5.991,3.643,1.872,1.845,4.817,7.628,6.72,4.1655,16.8,9.096,15.186,8.037,6.1075,5.066,2.9365,7.07225,8.785,7.3575,5.7465,7.014,4.87525,3.469,2.39075,5.944625,8.2065,7.03875,4.956,15.8035,8.4775,14.35025
"41","TECH4044",1845,"3/14/19 12:36","Spring2019",19,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Backpack","Else",95,"Vibration","Vibration",50,1.733333333,"Low",0,4.133333333,"High",1,10.071,9.493,7.406,13.917,7.278,5.771,6.469,13.53,12.781,11.759,12.958,19.263,4.244,4.527,3.178,7.156,9.165,8.671,12.284,11.87,7.726,7.935,9.073,12.764,5.383,5.609,3.02,8.545,2.078,2.281,-0.264,1.063,6.72,5.72,0.041,5.116,4.399,4.0005,-0.1115,3.0895,1.817,1.886,-1.112,-0.092,-0.604,-1.218,2.936,-6.679,-2.342,-2.363,4.829,3.199,2.629,1.347,3.119,-1.066,7.504,7.759,4.424,0.177,-0.808999999999999,-2.665,-0.911,-4.5105,-1.978,-2.929,6.22,2.1795,1.8515,5.496,4.19975,2.5785,0.3995,-0.602,5.7825,1.489,-3.6415,-1.78,0.286499999999999,-2.71075,7.8305,8.918,4.3855,10.9185,12.077,5.167,3.088,3.159,0.781499999999999,12.27,6.5245,9.782,16.1105,9.9995,10.6615,3.8405,3.475,0.8795,15.511,9.6505,11.705,5.418,1.672,0.897,7.077,3.545,10.3495,10.2705,5.8415,12.8695,6.8735,8.7385,3.3805,0.907,0.3525,4.2015,2.14375,8.3995,10.7245,3.711,4.39925,1.2895,0.62475,5.63925,2.844375,9.3745,10.4975,4.77625,14.19025,8.262,10.22175
"42","TECH4045",9294,"4/1/19 9:54","Spring2019",19,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Somwehwat similar","Backpack","Pocket","Surface","Hand","Else",96,"Silent","Silent",3,2.266666667,"High",1,3.066666667,"Low",0,10.412,11.581,14.884,8.244,4.277,4.71,11.971,5.611,7.045,6.623,7.025,5.162,4.358,5.076,4.18,4.313,8.665,8.812,11.423,7.849,8.1,8.994,10.948,10.388,8.528,9.325,12.405,9.499,5.871,5.457,9.383,3.686,2.674,2.927,6.725,4.719,4.2725,4.192,8.054,4.2025,5.67,5.165,8.4,3.453,1.792,-1.771,0.174000000000001,4.051,3.512,3.877,1.394,-0.962999999999999,-0.763,2.848,2.758,-0.178,-1.461,0.901,-3.337,-0.0199999999999996,7.694,4.472,0.0104999999999995,3.7815,-1.712,2.73,2.8005,5.664,5.4175,8.9265,4.23225,5.722,6.5345,5.9265,10.952,6.12825,2.9215,0.8705,2.0255,1.896,8.547,8.7385,4.717,10.668,9.636,4.2465,2.121,0.897500000000001,-0.4705,6.834,4.4935,10.9965,6.0935,8.791,11.564,-0.740499999999999,4.2975,0.567499999999999,5.8925,5.1605,9.9125,3.823,4.5715,4.309,9.412,4.19725,9.691,8.3305,4.6945,7.035,8.124,12.648,4.6995,7.627,7.035,10.4665,6.16325,9.524,10.044,4.269,4.26125,6.09925,5.672,9.93925,5.18025,9.6075,9.18725,4.48175,6.46375,6.64225,11.28025
